 INFO  Accepting connections at http://localhost:4321
 HTTP  1/31/2025 1:05:26 PM ::1 Returned 200 in 2 ms
 HTTP  1/31/2025 1:05:26 PM ::1 GET /solana/overview/
 HTTP  1/31/2025 1:05:26 PM ::1 GET /ccip/api-reference/v151/ownable-2-step/
 HTTP  1/31/2025 1:05:26 PM ::1 GET /ccip/api-reference/v151/pool/
 HTTP  1/31/2025 1:05:26 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:26 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:26 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:26 PM ::1 GET /solana/using-data-feeds-off-chain/
 HTTP  1/31/2025 1:05:26 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:26 PM ::1 GET /solana/using-data-feeds-solana/
 HTTP  1/31/2025 1:05:26 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:26 PM ::1 GET /vrf/
 HTTP  1/31/2025 1:05:26 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:26 PM ::1 GET /vrf/index/
 HTTP  1/31/2025 1:05:26 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:26 PM ::1 GET /vrf/release-notes/
 HTTP  1/31/2025 1:05:26 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:26 PM ::1 GET /ccip/api-reference/v151/registry-module-owner-custom/
 HTTP  1/31/2025 1:05:26 PM ::1 GET /ccip/api-reference/v151/rate-limiter/
 HTTP  1/31/2025 1:05:26 PM ::1 GET /data-feeds/selecting-data-feeds/
 HTTP  1/31/2025 1:05:26 PM ::1 Returned 200 in 0 ms
 HTTP  1/31/2025 1:05:26 PM ::1 Returned 200 in 3 ms
 HTTP  1/31/2025 1:05:26 PM ::1 Returned 200 in 3 ms
 HTTP  1/31/2025 1:05:26 PM ::1 GET /vrf/v1/api-reference/
 HTTP  1/31/2025 1:05:26 PM ::1 GET /data-feeds/smartdata/
 HTTP  1/31/2025 1:05:26 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:26 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:26 PM ::1 GET /vrf/v1/best-practices/
 HTTP  1/31/2025 1:05:26 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:26 PM ::1 GET /ccip/api-reference/v151/token-admin-registry/
 HTTP  1/31/2025 1:05:26 PM ::1 GET /ccip/api-reference/v151/token-pool/
 HTTP  1/31/2025 1:05:26 PM ::1 Returned 200 in 3 ms
 HTTP  1/31/2025 1:05:26 PM ::1 Returned 200 in 2 ms
 HTTP  1/31/2025 1:05:26 PM ::1 GET /vrf/v1/examples/get-a-random-number/
 HTTP  1/31/2025 1:05:26 PM ::1 Returned 200 in 6 ms
 HTTP  1/31/2025 1:05:26 PM ::1 GET /vrf/v1/introduction/
 HTTP  1/31/2025 1:05:26 PM ::1 GET /vrf/v1/security/
 HTTP  1/31/2025 1:05:26 PM ::1 Returned 200 in 20 ms
 HTTP  1/31/2025 1:05:26 PM ::1 Returned 200 in 17 ms
 HTTP  1/31/2025 1:05:26 PM ::1 GET /data-feeds/smartdata/addresses/
 HTTP  1/31/2025 1:05:26 PM ::1 GET /data-feeds/solana/
 HTTP  1/31/2025 1:05:26 PM ::1 GET /vrf/v1/supported-networks/
 HTTP  1/31/2025 1:05:26 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:26 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:26 PM ::1 Returned 200 in 2 ms
 HTTP  1/31/2025 1:05:26 PM ::1 GET /vrf/v2-5/arbitrum-cost-estimation/
 HTTP  1/31/2025 1:05:26 PM ::1 GET /ccip/architecture/
 HTTP  1/31/2025 1:05:26 PM ::1 Returned 200 in 0 ms
 HTTP  1/31/2025 1:05:26 PM ::1 Returned 200 in 0 ms
 HTTP  1/31/2025 1:05:26 PM ::1 GET /ccip/best-practices/
 HTTP  1/31/2025 1:05:26 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:26 PM ::1 GET /data-feeds/solana/using-data-feeds-off-chain/
 HTTP  1/31/2025 1:05:26 PM ::1 Returned 200 in 0 ms
 HTTP  1/31/2025 1:05:26 PM ::1 GET /vrf/v2-5/best-practices/
 HTTP  1/31/2025 1:05:26 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:26 PM ::1 GET /vrf/v2-5/billing/
 HTTP  1/31/2025 1:05:26 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:26 PM ::1 GET /vrf/v2-5/direct-funding/get-a-random-number/
 HTTP  1/31/2025 1:05:26 PM ::1 Returned 200 in 5 ms
 HTTP  1/31/2025 1:05:26 PM ::1 GET /vrf/v2-5/getting-started/
 HTTP  1/31/2025 1:05:26 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:26 PM ::1 GET /vrf/v2-5/migration-from-v1/
 HTTP  1/31/2025 1:05:26 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:26 PM ::1 GET /vrf/v2-5/migration-from-v2/
 HTTP  1/31/2025 1:05:26 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:26 PM ::1 GET /data-feeds/solana/using-data-feeds-solana/
 HTTP  1/31/2025 1:05:26 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:26 PM ::1 GET /ccip/billing/
 HTTP  1/31/2025 1:05:26 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:26 PM ::1 GET /vrf/v2-5/overview/direct-funding/
 HTTP  1/31/2025 1:05:26 PM ::1 GET /vrf/v2-5/overview/subscription/
 HTTP  1/31/2025 1:05:26 PM ::1 Returned 200 in 0 ms
 HTTP  1/31/2025 1:05:26 PM ::1 Returned 200 in 0 ms
 HTTP  1/31/2025 1:05:26 PM ::1 GET /ccip/ccip-javascript-sdk/
 HTTP  1/31/2025 1:05:26 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:26 PM ::1 GET /ccip/concepts/ccip-execution-latency/
 HTTP  1/31/2025 1:05:26 PM ::1 GET /ccip/concepts/
 HTTP  1/31/2025 1:05:26 PM ::1 Returned 200 in 0 ms
 HTTP  1/31/2025 1:05:26 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:26 PM ::1 GET /data-feeds/starknet/
 HTTP  1/31/2025 1:05:26 PM ::1 Returned 200 in 0 ms
 HTTP  1/31/2025 1:05:27 PM ::1 GET /vrf/v2-5/security/
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:27 PM ::1 GET /ccip/concepts/cross-chain-tokens/
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 0 ms
 HTTP  1/31/2025 1:05:27 PM ::1 GET /vrf/v2-5/subscription/create-manage/
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:27 PM ::1 GET /data-feeds/starknet/tutorials/snfoundry/
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:27 PM ::1 GET /ccip/concepts/manual-execution/
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:27 PM ::1 GET /vrf/v2-5/subscription/get-a-random-number/
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 0 ms
 HTTP  1/31/2025 1:05:27 PM ::1 GET /ccip/examples/
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:27 PM ::1 GET /ccip/getting-started/
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:27 PM ::1 GET /data-feeds/starknet/tutorials/snfoundry/consumer-contract/
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 0 ms
 HTTP  1/31/2025 1:05:27 PM ::1 GET /vrf/v2-5/subscription/test-locally/
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 0 ms
 HTTP  1/31/2025 1:05:27 PM ::1 GET /vrf/v2-5/supported-networks/
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 0 ms
 HTTP  1/31/2025 1:05:27 PM ::1 GET /vrf/v2/best-practices/
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 2 ms
 HTTP  1/31/2025 1:05:27 PM ::1 GET /ccip/index/
 HTTP  1/31/2025 1:05:27 PM ::1 GET /vrf/v2/direct-funding/
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 0 ms
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 3 ms
 HTTP  1/31/2025 1:05:27 PM ::1 GET /ccip/release-notes/
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 0 ms
 HTTP  1/31/2025 1:05:27 PM ::1 GET /ccip/service-limits/
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:27 PM ::1 GET /data-feeds/starknet/tutorials/snfoundry/read-data/
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 2 ms
 HTTP  1/31/2025 1:05:27 PM ::1 GET /vrf/v2/direct-funding/examples/get-a-random-number/
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 0 ms
 HTTP  1/31/2025 1:05:27 PM ::1 GET /ccip/service-responsibility/
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:27 PM ::1 GET /vrf/v2/direct-funding/examples/test-locally/
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 0 ms
 HTTP  1/31/2025 1:05:27 PM ::1 GET /data-feeds/starknet/tutorials/snfoundry/sn-devnet-rs/
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:27 PM ::1 GET /vrf/v2/direct-funding/migration-from-v1/
 HTTP  1/31/2025 1:05:27 PM ::1 GET /ccip/supported-networks/mainnet/
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 0 ms
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:27 PM ::1 GET /ccip/supported-networks/testnet/
 HTTP  1/31/2025 1:05:27 PM ::1 GET /vrf/v2/direct-funding/supported-networks/
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:27 PM ::1 GET /ccip/supported-networks/v1_2_0/mainnet/
 HTTP  1/31/2025 1:05:27 PM ::1 GET /vrf/v2/estimating-costs/
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:27 PM ::1 GET /ccip/test-tokens/
 HTTP  1/31/2025 1:05:27 PM ::1 GET /ccip/tutorials/
 HTTP  1/31/2025 1:05:27 PM ::1 GET /ccip/supported-networks/v1_2_0/testnet/
 HTTP  1/31/2025 1:05:27 PM ::1 GET /vrf/v2/getting-started/
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 0 ms
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 0 ms
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 0 ms
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:27 PM ::1 GET /ccip/tutorials/ccipreceive-gaslimit/
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 0 ms
 HTTP  1/31/2025 1:05:27 PM ::1 GET /ccip/tutorials/cross-chain-tokens/
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:27 PM ::1 GET /data-feeds/using-data-feeds/
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:27 PM ::1 GET /vrf/v2/introduction/
 HTTP  1/31/2025 1:05:27 PM ::1 GET /vrf/v2/security/
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 0 ms
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 2 ms
 HTTP  1/31/2025 1:05:27 PM ::1 GET /data-streams/
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 0 ms
 HTTP  1/31/2025 1:05:27 PM ::1 GET /vrf/v2/subscription/examples/get-a-random-number/
 HTTP  1/31/2025 1:05:27 PM ::1 GET /vrf/v2/subscription/
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 0 ms
 HTTP  1/31/2025 1:05:27 PM ::1 GET /vrf/v2/subscription/examples/programmatic-subscription/
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:27 PM ::1 GET /ccip/tutorials/cross-chain-tokens/register-from-eoa-burn-mint-foundry/
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:27 PM ::1 GET /vrf/v2/subscription/examples/test-locally/
 HTTP  1/31/2025 1:05:27 PM ::1 GET /ccip/tutorials/cross-chain-tokens/register-from-eoa-burn-mint-hardhat/
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 0 ms
 HTTP  1/31/2025 1:05:27 PM ::1 GET /data-streams/architecture/
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:27 PM ::1 GET /ccip/tutorials/cross-chain-tokens/register-from-eoa-lock-mint-foundry/
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 0 ms
 HTTP  1/31/2025 1:05:27 PM ::1 GET /data-streams/billing/
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:27 PM ::1 GET /ccip/tutorials/cross-chain-tokens/register-from-eoa-lock-mint-hardhat/
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 0 ms
 HTTP  1/31/2025 1:05:27 PM ::1 GET /vrf/v2/subscription/migration-from-v1/
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 0 ms
 HTTP  1/31/2025 1:05:27 PM ::1 GET /vrf/v2/subscription/supported-networks/
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 0 ms
 HTTP  1/31/2025 1:05:27 PM ::1 GET /vrf/v2/subscription/ui/
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 0 ms
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /favicon.ico
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 2 ms
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /images/logo.png
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /make-scrollable-code-focusable.js
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:27 PM ::1 GET /data-streams/concepts/liquidity-weighted-prices/
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 0 ms
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /_astro/hoisted.BTHeI4Xb.js
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /_astro/PageTabs.astro_astro_type_script_index_0_lang.DnSZn9rl.js
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /_astro/Accordion.astro_astro_type_script_index_0_lang.CGjOU0XI.js
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 2 ms
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /images/quickstarts/feature/QuickStarts-Batch-Collection-Reveal.webp
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /chainlink-docs.svg
 HTTP  1/31/2025 1:05:27 PM ::1 GET /data-streams/crypto-streams/
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 3 ms
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 3 ms
 HTTP  1/31/2025 1:05:27 PM ::1 GET /ccip/tutorials/cross-chain-tokens/register-from-eoa-remix/
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:27 PM ::1 GET /ccip/tutorials/cross-chain-tokens/register-from-safe-burn-mint-hardhat/
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 0 ms
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /assets/github.svg
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /_astro/alert-icon.CcK7cCMv.svg
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /images/automation/qs-batch-reveal/batch-reveal1.png
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /images/automation/qs-batch-reveal/batch-reveal3.png
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /images/automation/qs-batch-reveal/batch-reveal2.png
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /images/automation/qs-batch-reveal/batch-reveal4.png
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 3 ms
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 2 ms
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 2 ms
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /images/automation/qs-batch-reveal/batch-reveal8.png
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /images/automation/qs-batch-reveal/batch-reveal5.png
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /images/automation/qs-batch-reveal/batch-reveal7.png
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /images/automation/qs-batch-reveal/batch-reveal6.png
 HTTP  1/31/2025 1:05:27 PM ::1 GET /data-streams/developer-responsibilities/
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 2 ms
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 2 ms
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 2 ms
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 2 ms
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /images/quickstarts/feature/QuickStarts-FlashLiquidity-Automation-Station.png
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /images/quickstarts/automated-portfolio-manager/Automated_Portfolio_Manager_Concept.webp
 HTTP  1/31/2025 1:05:27 PM ::1 GET /ccip/tutorials/cross-chain-tokens/update-rate-limiters-foundry/
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /images/quickstarts/feature/QuickStarts-AutomatedPortfolioManager.webp
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /_astro/hoisted.BmzhQoNS.js
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:27 PM ::1 GET /ccip/tutorials/cross-chain-tokens/update-rate-limiters-hardhat/
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 0 ms
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 2 ms
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 2 ms
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /_astro/ccip-logo.Dbxa2KeA.svg
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /assets/icons/quick-links.svg
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 2 ms
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /assets/icons/github-blue.svg
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 0 ms
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /_astro/info-icon.CrDkW3aH.svg
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 6 ms
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /images/ccip/ccip-diagram-04_v04.webp
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 0 ms
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /_astro/automation-logo.V7pSByIN.svg
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /images/automation/log-trig-addresses.png
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /images/automation/log-trig-event.png
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 2 ms
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /images/automation/log-trig-count-0.png
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 4 ms
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /images/automation/auto-ui-home.png
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /images/automation/auto-ui-wallet.png
 HTTP  1/31/2025 1:05:27 PM ::1 GET /data-streams/getting-started-hardhat/
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 4 ms
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /images/automation/ui_select_trigger.png
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /images/automation/log_trig_1_upkeep_address.png
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 4 ms
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /images/automation/log_trig_2_emitter_address.png
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 12 ms
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 7 ms
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /images/automation/log-trig-ebi.png
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 5 ms
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /images/automation/log_trig_3_logsig_filter_populated.png
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /images/automation/automation-registration-submitted.png
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 4 ms
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /images/automation/log-trig-config.png
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /_astro/data-feeds-logo.BhNtPIsU.svg
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 2 ms
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 5 ms
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 3 ms
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /_astro/functions-logo.DinVNus7.svg
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /_astro/data-streams-logo.BaQf5fU6.svg
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /_astro/vrf-logo.NCTsw_S5.svg
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 33 ms
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 2 ms
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 2 ms
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /_astro/tick-icon.BDj6G4M0.svg
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /_astro/link-token-icon.BBTy9O_U.svg
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /_astro/external-link-icon.DSvVW8bo.svg
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 3 ms
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /assets/chains/aptos.svg
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 5 ms
 HTTP  1/31/2025 1:05:27 PM ::1 GET /data-streams/getting-started/
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 4 ms
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 0 ms
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /assets/chains/arbitrum.svg
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /assets/chains/astar.svg
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /assets/chains/avalanche.svg
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 5 ms
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /assets/chains/base.svg
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /assets/chains/bitlayer.svg
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 3 ms
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 3 ms
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /assets/chains/bnb-chain.svg
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /assets/chains/blast.svg
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /assets/chains/bob.svg
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /assets/chains/botanix.svg
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /assets/chains/celo.svg
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /assets/chains/bsquared.svg
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /assets/chains/corn.svg
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /assets/chains/ethereum.svg
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /assets/chains/fantom.svg
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /assets/chains/gnosis-chain.svg
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 1 ms
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /assets/chains/hashkey.svg
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 6 ms
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 5 ms
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 6 ms
 HTTP  1/31/2025 1:05:27 PM ::1 Returned 200 in 2 ms
 HTTP  1/31/2025 1:05:27 PM ::1 HEAD /assets/chains/hedera.svg
